50000,3.9507299270072993,2.904506766476637,14.0,1.551641
100000,4.994452149791956,4.568623867682618,15.0,1.5410267
150000,5.282768777614138,4.226374660821922,16.0,1.5717272
200000,5.0125173852573015,4.465768210754776,17.0,1.6698589
250000,4.9654218533886585,4.459385264639995,16.0,1.7080828
50000,4.97071129707113,5.183242590290787,19.0,1.7023975
100000,6.646766169154229,7.2500185638969326,18.0,1.677667
150000,6.586206896551724,6.597248173942585,18.0,1.632251
200000,7.157264957264958,8.15304551099423,19.0,1.658373
250000,7.437609841827768,8.000061773962893,21.0,1.646988
300000,7.194055944055944,7.07597865421292,17.0,1.6758211
350000,6.986301369863014,5.90049727903922,17.0,1.6684234
400000,6.876271186440678,6.427064062051134,16.0,1.6198366
450000,7.197132616487456,5.936049125782043,16.0,1.6584656
500000,7.738317757009346,7.0754476373482404,18.0,1.74854
550000,7.967557251908397,8.115359681836722,18.0,1.7695019
600000,8.091081593927894,9.10365860245059,20.0,1.8225187
650000,8.005681818181818,9.02458892906336,17.0,1.8142295
700000,7.979047619047619,8.65289433106576,21.0,1.9136541
750000,7.857670979667283,8.787505851080185,18.0,1.9756203
800000,8.46911196911197,10.561787242289173,21.0,2.021897
850000,9.276639344262295,12.978798542058588,22.0,2.0724237
900000,8.921370967741936,12.132930378511965,22.0,2.1221962
950000,10.598669623059868,13.01631752056283,24.0,2.1599665
1000000,10.747203579418345,16.62289486459569,26.0,2.2456894
