50000,1.0620598591549295,1.3064478696563182,7.0,0.38778585
100000,1.075154730327144,1.3073491139895603,8.0,0.44176197
150000,1.1859205776173285,1.3499100731144678,6.0,0.5093148
200000,1.1821493624772312,1.522377165304694,8.0,0.5893285
250000,1.3474178403755868,1.6783618770526127,8.0,0.7116037
300000,1.4512428298279159,1.7638751284141718,9.0,0.7572234
350000,1.8739754098360655,2.009732556772373,17.0,0.82471883
400000,2.3774403470715835,2.77944767811181,12.0,0.89684236
450000,3.158139534883721,4.458712817739318,12.0,0.9754463
500000,4.064516129032258,5.7650684383254625,13.0,0.9801799
550000,4.43298969072165,5.480045700924646,12.0,1.1000974
600000,4.339173967459324,5.698477915918052,13.0,1.290236
650000,3.5732860520094563,4.381744993824366,12.0,1.3921467
700000,3.7632211538461537,4.577349239552516,15.0,1.5008261
750000,4.097135740971358,4.376616951686469,16.0,1.6026677
800000,4.627140974967062,4.784559810165585,14.0,1.6350955
850000,4.9154160982264665,4.958739151555308,16.0,1.583867
900000,4.372750642673521,3.5011597861499726,15.0,1.6147621
950000,4.337612323491656,3.4816533490650765,13.0,1.5976545
1000000,4.338403041825095,3.7169155739324453,14.0,1.573949
1050000,4.581841432225064,4.898033437771862,16.0,1.5820097
1100000,5.068273092369478,6.034160739342914,20.0,1.6162254
1150000,4.495507060333761,3.9829708276138227,15.0,1.6121279
1200000,5.561664190193165,6.026286680693883,18.0,1.6034667
